Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time2015-09-06T10:18:39.958,E392 615E, A,E1,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T10:18:45.581,00BA 24FF, 4,CD,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-09T06:01:42.534,5566 4B4B, E,18,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:02:39.292,5FFF FF80, E,B9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:02:40.295,5566 4B4B, F,29,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:03:26.731,557F FFF0, E,FB,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:03:27.734,5566 4B4B, F,09,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:03:44.458,557F FFE0, F,1A,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:04:19.982,5566 4B4B, D,E8,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:04:20.985,5566 4B4B, F,29,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:05:18.761,5567 FFFF, F,3A,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:05:19.763,5566 4B4B, F,69,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:05:31.229,5FFF FC00, F,4A,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:05:33.212,66CC AAAA, C,EA,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:07:36.400,6600 0000, C,E9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:08:43.747,5566 4B4B, F,09,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:08:44.750,5566 4B4B, D,F8,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:09:13.597,5566 7FFF, E,89,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:09:14.600,5566 4B4B, F,38,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:10:34.809,5FFF F800, F,09,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:10:35.789,334B 4B34, E,69,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:10:36.766,334B 4B34, E,49,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:10:42.872,334B 8000, E,59,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:10:43.877,5566 4B4B, C,E9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:11:41.073,5566 4B4B, D,E8,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:16:48.740,334B FFFF, D,89,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:16:49.746,5566 4B4B, D,48,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:16:50.749,5566 4B4B, E,59,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:17:09.213,5567 FFFE, E,BA,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:17:10.216,5566 4B4B, E,69,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:20:11.565,5567 FFE0, E,AD,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:20:12.570,5566 4B4B, D,E9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:20:13.578,5566 4B4B, C,F9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:20:14.587,5566 4B4B, E,89,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:20:15.596,5566 4B4B, C,9B,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:20:16.603,5566 4B4B, D,89,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:22:06.369,5566 4B09, D,0A,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:22:08.352,66CC AAAA, C,CA,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:24:41.294,66CC AAAA, D,09,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:24:42.298,5566 4B4B, E,89,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:24:53.258,5566 4B4F, E,BC,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:24:54.263,5566 4B4B, E,89,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:24:55.265,5566 4B4B, E,89,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:25:20.131,557F FFF0, E,7A,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:25:21.138,5566 4B4B, C,F9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:25:22.178,5566 4B4B, D,2A,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:27:15.248,5566 4B4B, E,39,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:38:08.475,66CC AAAA, D,19,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:38:12.406,334B 4B34, D,58,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:38:13.386,334B 4B34, D,A8,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:38:14.363,334B 4B34, E,39,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:38:59.767,33C0 0000, D,08,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:39:00.772,5566 4B4B, E,B8,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:39:01.775,5566 4B4B, E,B8,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:39:03.783,5566 4B4B, E,E9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:39:04.788,5566 4B4B, E,49,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:39:05.789,5566 4B4B, E,A9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:39:09.008,5566 7FFF, E,7A,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:39:10.017,5566 4B4B, E,89,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:39:12.029,5566 4B4B, F,0A,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:39:41.937,5566 4B7F, F,38,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:39:42.939,5566 4B4B, E,F9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:40:28.271,FFFF C000, E,FA,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:40:29.257,334B 4B52, C,EA,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:42:31.163,334B 4B53, C,BA,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:42:32.166,5566 4B4B, F,19,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:43:42.118,5567 FFFC, E,FB,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:43:43.123,5566 4B4B, E,F9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:43:54.952,5566 4B4B, E,F9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:43:55.958,5566 4B4B, D,0A,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:43:56.962,5566 4B4B, D,39,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:46:14.625,5566 4B4B, D,29,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:50:27.327,5566 4B4B, C,9C,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:50:28.307,334B 4B34, E,59,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:50:29.283,334B 4B34, E,29,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:50:56.966,3FFF FFC0, E,5B,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:50:57.946,334B 4B34, D,E8,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:50:58.923,334B 4B34, E,5A,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:51:22.814,337F FFFE, E,09,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:51:23.799,334B 4B34, E,59,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:51:24.784,334B 4B34, E,59,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:51:25.769,334B 4B34, E,59,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:51:26.754,334B 4B34, E,59,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:51:27.739,334B 4B34, E,49,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:51:28.724,334B 4B34, E,58,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:51:29.709,334B 4B34, E,48,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:51:30.694,334B 4B34, E,18,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:51:31.679,334B 4B34, E,08,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:51:32.664,334B 4B34, D,F8,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:51:33.649,334B 4B34, D,D9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:51:34.634,334B 4B34, D,D8,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:51:35.619,334B 4B34, D,D8,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:51:36.602,334B 4B34, E,38,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:51:37.581,334B 4B34, E,69,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:51:38.558,334B 4B34, E,58,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:51:46.854,E800 0000, E,69,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:51:47.685,334B 4FFF, C,F8,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:51:48.668,334B 4B34, E,39,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:51:49.649,334B 4B34, E,58,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:51:50.630,334B 4B34, E,2A,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:51:51.610,334B 4B34, E,4A,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:51:52.588,334B 4B34, E,48,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:51:53.567,334B 4B34, E,49,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:51:54.543,334B 4B34, E,5A,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:52:04.668,3FFF FF80, E,68,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:52:47.012,334B 4B52, D,E8,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:53:50.500,3FFF 8000, E,29,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:55:45.052,E000 0000, D,68,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:55:46.055,5566 4B4B, E,E9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:56:31.942,55FF FF00, E,79,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:57:33.569,3FFE 0000, C,CB,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:57:36.589,5566 4B4B, D,49,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:57:37.597,5566 4B4B, D,D9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:57:38.602,5566 4B4B, E,99,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:57:43.903,5566 4B4B, E,99,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:57:49.920,E000 0000, C,EA,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:57:50.924,5566 4B4A, D,7B,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:58:36.705,5566 4BC0, E,19,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:58:37.708,5566 4B4B, E,99,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:59:04.914,557F FFF0, E,A9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T06:59:06.897,330B 4B12, C,4D,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:01:17.513,334B 4B52, C,6E,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:01:18.516,5566 4B4B, D,D8,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:01:23.210,5566 7FFF, E,6A,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:01:24.219,5566 4B4B, D,19,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:01:25.227,5566 4B4B, C,CB,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:01:26.236,5566 4B4B, E,18,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:01:27.245,1466 4B4B, E,7A,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:01:28.255,5566 4B4B, D,A8,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:01:29.265,5566 4B4B, E,39,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:01:30.274,5566 4B4B, E,29,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:01:31.284,5566 4B4B, E,39,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:01:32.294,5566 4B4B, E,38,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:01:33.304,5566 4B4B, E,08,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:01:34.313,5566 4B4B, E,08,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:01:35.323,5566 4B4B, E,39,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:01:36.331,5566 4B4B, E,29,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:01:37.340,5566 4B4B, E,39,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:01:38.348,5566 4B4B, E,4A,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:01:41.370,5566 4B4B, E,49,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:01:42.375,5566 4B4B, E,18,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:01:43.383,5566 4B4B, E,79,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:01:44.389,5566 4B4B, E,B8,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:01:45.392,5566 4B4B, E,E9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:01:54.843,57FF FE00, E,FA,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:01:55.848,5566 4B4B, E,1A,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:02:13.808,5566 4B4B, E,29,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:02:15.818,5166 4B4B, D,1A,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:02:16.820,5566 4B4B, D,D9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:03:12.243,5FFF F000, E,49,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:03:13.250,5566 434B, E,7B,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:03:14.254,5566 4B4B, D,A9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:03:25.909,5566 4BFF, D,89,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:03:26.915,5566 4B4B, C,DB,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:03:55.725,5566 4B4B, D,39,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:03:56.726,5566 4B52, C,DB,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:04:01.327,5566 7FF0, C,EE,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:04:02.330,5566 4B52, C,DC,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:04:03.561,5566 4B52, C,CB,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:04:04.564,5566 4B4B, D,C8,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:04:06.985,557F FFF0, D,B9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:04:09.998,5566 4B52, C,9B,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:04:13.005,5566 4B52, C,AB,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:04:14.007,5566 4B52, C,BB,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:04:55.174,5566 4B52, C,8B,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:04:56.177,5566 4B4B, E,B8,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:05:26.394,557F FFE0, E,B9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:05:29.354,334B 4B52, E,08,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:05:41.726,334B 4352, C,7D,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:05:41.995,5566 4B4B, C,AC,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:05:55.817,66CC AAA0, C,AC,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:09:44.464,66CC AAAA, D,39,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:09:48.435,66CC AAAA, D,89,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:09:50.418,66CC AAAA, D,99,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:11:52.624,66CC 8000, D,99,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:13:15.836,334B 4B52, C,EB,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:13:19.865,5166 4B4B, D,9B,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:13:37.011,5566 4B4B, E,69,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:13:38.014,5566 4B4B, E,69,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:14:30.811,5566 4B4B, E,59,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:14:31.797,334B 4B52, D,19,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:14:32.118,334B 4B52, D,39,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:14:34.091,5566 4B4B, D,38,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:15:27.014,5566 4BC0, E,E9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:15:28.017,5566 4B4B, E,C9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:15:45.745,557F FFC0, F,1A,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:15:46.733,334B 4B52, D,39,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:15:47.718,334B 4B52, D,38,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:16:10.661,334F FFF0, D,2A,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:16:11.665,5566 4B4B, E,D9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:16:50.760,5566 4B5F, E,F9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:16:51.763,5566 4B4B, F,19,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:17:29.423,5567 FFFE, F,09,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:18:29.587,553F FF00, F,59,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:18:30.590,5566 4B4B, E,98,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:19:30.446,5566 4B7F, D,D9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:19:31.136,5446 1509, C,5F,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:19:32.139,5566 4B4B, E,6A,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:20:10.262,7FFF 0000, E,39,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:20:12.122,4B42 4B25, C,6F,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:20:21.152,9FFE 0000, E,39,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:20:22.164,5166 552D, C,6F,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:21:25.383,1466 552D, C,4E,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:21:26.386,5566 4B4B, E,79,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:21:26.767,5567 FFFE, E,9B,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:22:13.995,3043 2D34, D,69,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:22:14.998,5566 4B4B, E,69,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:22:16.515,5566 7FFF, E,8B,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:22:22.431,334B 4BFF, C,AC,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:22:40.692,334B 4BFF, C,FA,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:22:41.680,334B 4B52, D,49,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:22:42.667,334B 4B52, D,29,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:23:06.206,334B 4B52, C,BB,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:23:07.209,5566 4B4B, E,19,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:23:39.661,5567 FFF8, E,09,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:23:42.305,33FF F800, C,DB,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:23:43.309,5566 4B4B, E,79,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:23:47.397,557F FFF0, E,B9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:23:48.383,334B 4B52, C,6E,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:25:01.138,334B 4352, C,6E,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:25:02.126,334B 4B52, E,9A,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:25:03.111,334B 4B52, E,A9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:25:47.699,334B 4B52, E,29,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:25:48.702,5566 4B4B, E,F9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:26:09.519,557F FFE0, E,BA,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:26:10.505,334B 4B52, C,DA,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:26:15.454,334B 4B52, C,DA,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:26:17.449,3003 2D34, C,FA,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:26:39.285,3FFF 8000, C,F9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:27:39.424,334B 2D00, D,19,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:27:40.427,5566 4B4B, F,38,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:27:58.539,557F FFE0, F,2A,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:28:40.589,334B 4B52, E,09,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:28:41.595,5566 4B4B, E,DA,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:28:42.601,5566 4B4B, E,F9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:28:43.643,5566 4B4B, F,19,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:28:44.613,5566 4B4B, E,F9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:28:45.618,5566 4B4B, E,F9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:28:46.626,5566 4B4B, F,09,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:28:47.634,5566 4B4B, F,1A,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:28:48.644,5566 4B4B, E,D9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:28:49.654,5566 4B4B, E,FA,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:28:50.664,5566 4B4B, F,19,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:28:51.674,5566 4B4B, F,19,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:28:52.684,5566 4B4B, F,09,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:28:53.694,5566 4B4B, E,F9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:28:54.704,5566 4B4B, E,FA,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:28:55.714,5566 4B4B, E,F9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:28:56.724,5566 4B4B, E,E9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:28:57.734,5566 4B4B, F,08,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:28:58.743,5566 4B4B, E,F9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:28:59.753,5566 4B4B, E,D9,2015-09-08T10:47:28.016,ASL/16/3937*2F

2015-09-09T07:29:00.763,5566 4B4B, E,59,2015-09-08T10:47:28.016,ASL/16/3937*2F

