Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time
2015-08-21T10:13:10.075,E3B2 6BDE,AE,1B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:31:04.997,5566 4B4B,D8,A0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:31:06.005,5566 4B4B,DB,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:31:07.011,5566 4B4B,DA,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:31:08.019,5566 4B4B,D8,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:31:09.029,5566 4B4B,D3,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:31:10.040,5566 4B4B,D6,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:31:11.050,5566 4B4B,D2,8F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:31:12.060,5566 4B4B,D4,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:31:14.080,5566 4B4B,D2,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:31:16.087,5566 4B4B,CF,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:31:17.093,5566 4B4B,CB,C8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:31:19.102,5166 4B4B,CA,D5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:31:32.775,5566 4B4B,CF,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:31:33.781,5566 4B4B,CF,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:31:34.785,5566 4B4B,CD,9D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:31:47.800,5566 4B4B,CE,A9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:31:49.806,5566 4B4B,C7,D9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:31:56.635,5566 4B4F,CE,A7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:31:58.651,5566 4B4B,CE,A5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:31:59.657,5566 4B4B,CD,A1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:32:00.661,5566 4B4B,C8,C4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:32:01.666,5566 4B4B,CA,BE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:32:02.669,5566 4B4B,CE,A6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:32:22.990,5567 FFFF,D9,94,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:32:23.995,5566 4B4B,CF,9C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:32:38.638,5566 4B4F,CD,B0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:32:39.648,5566 4B4B,D2,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:32:40.658,5566 4B4B,D2,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:32:41.669,5566 4B4B,D5,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:32:42.676,5566 4B4B,D4,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:32:43.681,5566 4B4B,D4,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:32:44.685,5566 4B4B,D5,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:32:58.801,5566 5FFF,D3,9E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:33:12.599,5546 0B0B,C4,EA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:33:14.608,5146 4B4A,C6,EB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:33:17.366,7FFF 8000,D6,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:33:22.123,0644 4090,C5,F1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:33:23.129,5566 4B4B,C7,DF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:33:37.158,5566 4B4B,C7,D7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:33:39.170,5566 4B4B,C7,D2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:33:41.190,5566 4B4B,CA,C2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:33:43.210,5566 4B4B,C7,DD,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:33:45.221,5566 4B4B,CE,A3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:33:46.227,5566 4B4B,CB,A9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:33:47.233,5566 4B4B,CE,B9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:33:48.237,5566 4B4B,DA,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:33:52.983,5566 4FFF,D5,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:33:53.988,5566 4B4B,D2,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:34:36.001,5566 4B4B,D2,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:35:33.339,5566 4FFF,CE,B8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:35:35.358,5566 4B4B,C9,C6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:35:36.368,5566 4B4B,DC,8F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:35:37.375,5566 4B4B,DE,9E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:35:38.380,5566 4B4B,D9,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:35:49.890,5566 4B4F,DA,8B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:35:50.899,5566 4B4B,D2,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:35:51.909,5566 4B4B,D4,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:35:52.919,5566 4B4B,D2,9C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:35:53.928,5566 4B4B,D0,9F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:35:54.935,5566 4B4B,D0,A7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:35:55.941,5566 4B4B,D3,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:35:56.945,5566 4B4B,D3,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:35:57.949,5566 4B4B,D2,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:35:58.951,5566 4B4B,D4,9F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:36:03.731,5566 4B7F,D2,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:36:04.738,5566 4B4B,CF,8F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:36:05.744,5566 4B4B,D1,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:36:06.748,5566 4B4B,D0,9F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:36:07.751,5566 4B4B,D1,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:36:19.556,5566 4FFF,D0,B0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:36:20.566,5566 4B4B,D1,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:36:23.591,5566 4B4B,CD,BA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:36:30.612,5566 4B4B,C8,D6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:36:52.254,1466 4BFF,C6,FD,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:37:00.098,640F FFD0,C5,FF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:37:01.086,334B 664B,D3,A0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:37:02.071,334B 664B,D4,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:37:03.055,334B 664B,D7,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:37:06.727,334B FFFF,DB,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:37:12.224,334B 2A55,D7,8C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:37:13.231,5566 4B4B,CD,A8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:37:16.490,5566 4B4B,CC,AB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:37:17.477,334B 664B,DC,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:37:18.461,334B 664B,D7,8C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:37:23.051,334B 3FFF,D8,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:37:24.043,334B 664B,D8,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:37:25.034,334B 664B,D8,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:37:26.026,334B 664B,D7,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:37:27.018,334B 664B,DD,89,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:37:28.009,334B 664B,D8,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:37:29.000,334B 664B,DB,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:37:29.990,334B 664B,DC,9D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:37:30.982,334B 664B,DC,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:37:31.973,334B 664B,DC,8F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:37:32.964,334B 664B,DB,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:37:33.953,334B 664B,D9,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:37:34.939,334B 664B,DA,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:37:35.923,334B 664B,DA,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:38:48.628,CFFF F000,E7,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:38:56.121,4B52 4BC0,D3,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:38:59.843,334B 4B52,D7,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:39:00.834,334B 4B52,CD,A4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:39:01.825,334B 4B52,CF,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:39:02.816,334B 4B52,CF,A3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:39:03.807,334B 4B52,D0,AA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:39:04.798,334B 4B52,D1,9C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:39:06.780,334B 4B52,CF,A9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:39:07.771,334B 4B52,D0,A0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:39:08.762,334B 4B52,CF,9F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:39:09.753,334B 4B52,D0,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:39:10.745,334B 4B52,D0,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:39:11.736,334B 4B52,D0,A4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:39:12.726,330B 4952,C7,EB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:39:34.864,334B 4B52,CA,BD,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:39:37.892,5566 4B4B,D3,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:43:58.762,5566 4B4B,CF,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:45:01.741,5566 4BC0,C7,DE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:46:07.303,334B 4B34,CA,BD,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:46:14.754,E000 0000,D1,89,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:47:07.414,334B 2A55,D2,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:48:55.192,5566 0B4B,D0,AF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:49:01.096,334B 4B34,CF,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:49:02.077,334B 4B34,CE,A4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:49:03.054,334B 4B34,CC,BB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:49:07.952,334B 4FFF,CA,CD,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:49:10.963,310B 2A55,C5,E6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:49:12.965,334B 2A55,D0,A6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:49:16.963,334B 2A55,D2,A8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:49:17.961,034B 2A55,C9,C7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:49:18.960,334B 2A55,C9,C1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:49:51.744,334B 2A55,C7,CE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:49:52.747,5566 4B4B,DC,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:50:27.557,5566 7FFF,DB,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:50:39.966,2240 8010,C2,EF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:50:40.976,5566 4B4B,CB,C8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:50:41.985,5566 4B4B,D6,8F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:50:42.993,5566 4B4B,DF,88,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:50:44.002,5566 4B4B,DE,8B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:50:45.010,5566 4B4B,CE,AB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:50:46.014,5566 4B4B,D0,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:51:26.598,5566 4B4B,D3,8F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:51:27.606,5564 4B4B,D5,A8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:51:28.613,5566 4B4B,D6,8B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:51:29.617,5566 4B4B,D2,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:51:37.586,5566 4B4B,D1,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:51:38.591,5566 4B4B,D2,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:51:39.594,5566 4B4B,D1,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:51:45.205,5566 4FFF,D3,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:51:56.933,334B 2A55,D2,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:51:57.938,5566 4B4B,D3,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:51:58.939,5566 4B4B,D3,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:52:04.312,5FFF FE00,D2,8C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:52:05.320,5566 4B4B,D1,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:52:06.328,5566 4B4B,D1,8F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:52:07.335,5566 4B4B,D1,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:52:08.343,5566 4B4B,D0,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:52:09.351,5566 4B4B,D1,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:52:10.358,5566 4B4B,D3,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:52:11.365,5566 4B4B,D2,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:52:12.371,5566 4B4B,D1,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:52:13.375,5566 4B4B,D2,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:52:14.379,5566 4B4B,D2,94,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:52:15.383,5566 4B4B,D1,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:52:38.433,5566 4B4B,D3,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:52:40.413,5566 4B4B,D1,9C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:52:43.442,5566 4B4B,CA,CD,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:52:44.450,5566 4B4B,CC,A2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:52:46.460,5566 4B4B,CE,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:53:18.730,5566 4B4B,CD,A0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:53:20.715,66CC AAAA,CB,BE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:53:23.355,66CC AAAA,C7,BD,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:53:25.374,5566 4B4B,D9,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:53:26.383,5566 4B4B,DC,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:53:27.391,5566 4B4B,DA,8C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:53:28.396,5566 4B4B,E7,AE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:53:55.140,5566 4B4B,E6,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:53:56.147,5566 4B4B,E6,A6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:53:57.150,5566 4B4B,E2,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:54:01.698,5567 FFFF,E0,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:54:02.275,66CC AAAA,C6,E8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:54:05.666,5566 4B4B,E2,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:54:54.431,6600 0000,C8,A5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:54:55.441,5566 4B4B,F4,A2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:54:56.451,5566 4B4B,F5,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:54:58.469,5566 4B4B,F3,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:54:59.479,5566 4B4B,F6,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:00.490,5566 4B4B,F0,A3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:01.498,5566 4B4B,F0,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:02.504,5566 4B4B,D3,8C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:04.522,5566 4B4B,E5,8B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:05.532,5566 4B4B,DD,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:06.542,5566 4B4B,E1,9E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:07.551,5566 4B4B,E6,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:08.555,5566 4B4B,E8,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:08.647,5566 4B4B,E2,A8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:09.558,300B 4834,C6,E4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:09.630,5566 4B4B,E2,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:10.560,334B 4B34,C4,E0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:11.563,5566 4B4B,E4,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:12.566,5566 4B4B,E7,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:13.570,5566 4B4B,E6,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:14.576,5566 4B4B,E5,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:15.585,5566 4B4B,E5,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:16.595,5566 4B4B,E5,A5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:17.605,5566 4B4B,E5,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:18.615,5566 4B4B,E5,94,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:19.625,5566 4B4B,E6,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:20.635,5566 4B4B,E6,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:21.645,5566 4B4B,E6,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:22.653,5566 4B4B,E2,A2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:23.659,5566 4B4B,E6,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:24.665,5566 4B4B,E8,89,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:55:25.668,5566 4B4B,D5,8C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:56:13.776,5566 4BFF,D4,A2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:56:14.778,5566 4B4B,CB,B0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:56:25.789,5566 4B4F,C9,D1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:56:26.509,5566 4B4B,E5,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:56:26.794,334B 4B34,C6,ED,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:56:27.490,5566 4B4B,E5,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:56:29.446,334B 4B24,C5,E4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:56:37.678,324E FFFB,C8,FF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:57:02.753,330B 4234,C4,EC,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:57:33.656,330A 4BFF,C5,F8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:57:51.663,334B 0B34,C5,E0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:57:57.478,334B 4B34,C6,D7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:57:58.485,5566 4B4B,CF,A0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:57:59.491,5566 4B4B,D1,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:58:00.496,5566 4B4B,D2,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:58:01.499,5566 4B4B,D3,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:58:02.500,5566 4B4B,D3,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:58:03.446,554F FFF8,D1,A3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:58:08.625,334B 4A34,C2,E2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:58:09.630,5566 4B4B,D5,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:58:52.810,5566 4B4B,D9,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:58:53.820,5506 484B,CD,A6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:58:54.829,5566 4B4B,DC,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:58:55.834,5566 4B4B,D7,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:59:15.123,5566 4B4B,DD,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:59:19.084,334B 4B52,CE,B2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:59:20.072,334B 4B52,CC,BB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:59:21.059,334B 4B52,CE,B3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:59:22.044,334B 4B52,CD,AB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:59:45.573,334B 4B52,CB,C6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:59:46.560,334B 4B52,D0,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:59:47.547,334B 4B52,D3,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:59:48.533,3343 4B52,D5,A8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:59:49.517,334B 4B52,D3,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:59:50.500,334B 4B52,D3,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:59:56.196,334B 4B7F,D4,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:59:57.183,334B 4B52,D2,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-23T07:59:58.170,334B 4B52,D2,A2,2015-08-21T10:13:09.516,ASL/16/3937*21

