Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time2015-11-17T12:36:59.233,E3B2 7BFF, E,E1,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:37:02.701,30FA 24FF, 4,CD,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-25T11:56:32.526,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:56:34.618,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:56:36.711,2DB4 AAB3, 0,78,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:56:38.425,2DB4 AAB3, 0,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:56:38.803,2D99 B4FF, 0,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:56:40.895,2DB4 AAB3, 0,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:56:42.988,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:56:45.081,2DB4 AAB3, 0,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:56:47.174,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:56:49.265,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:56:51.357,2DB4 AAB3, 0,68,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:56:53.450,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:56:55.543,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:56:57.635,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:56:59.727,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:00.888,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:01.820,2D99 B4BF, 0,E8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:03.912,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:06.005,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:08.098,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:10.190,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:12.283,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:14.375,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:16.468,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:18.561,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:20.654,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:22.747,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:24.235,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:24.837,2D99 B4BF, 0,E8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:26.929,2DB4 AAB3, 0,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:29.022,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:31.114,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:33.207,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:35.299,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:37.392,2DB4 AAB3, 0,B9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:39.484,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:41.577,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:43.669,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:45.762,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:47.855,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:48.288,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:49.948,2D99 B4BF, 0,E8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:52.041,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:54.135,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:56.227,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:57:58.320,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:00.413,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:02.506,2DB4 AAB3, 0,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:04.634,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:06.692,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:08.785,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:10.878,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:12.971,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:13.625,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:15.064,2D99 B4FF, 1,08,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:17.157,2DB4 AAB3, 0,C8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:19.250,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:21.343,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:23.436,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:25.529,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:27.623,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:29.716,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:31.809,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:33.902,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:35.995,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:38.088,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:38.709,2DB4 AAB3, 0,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:40.181,2D99 BFFF, 1,09,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:42.274,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:44.367,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:46.460,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:48.553,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:50.646,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:52.739,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:54.832,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:56.925,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:58:59.018,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:01.111,2DB4 AAB3, 0,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:01.327,2DB4 AAB3, 0,68,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:03.204,2D99 B4BF, 0,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:05.297,2DB4 AAB3, 0,78,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:07.390,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:09.483,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:11.576,2DB4 AAB3, 0,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:13.669,2DB4 AAB3, 0,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:15.762,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:17.855,2DB4 AAB3, 0,A9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:19.945,2DB4 AAB3, 0,58,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:21.109,2DB4 AAB3, 0,68,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:22.033,2D99 B4BF, 0,E8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:24.123,2DB4 AAB3, 0,68,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:26.216,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:28.344,2DB4 AAB3, 0,78,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:30.401,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:32.494,2DB4 AAB3, 0,78,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:34.587,2DB4 AAB3, 0,78,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:36.680,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:38.774,2DB4 AAB3, 0,89,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:40.867,2DB4 AAB3, 0,78,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:42.925,2DB4 AAB3, 0,99,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:43.882,2D99 B4FF, 0,F8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:45.053,3FFF F800, F,F9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:47.146,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:49.239,2DB4 AAB3, 0,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:51.332,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:53.425,2DB4 AAB3, 0,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:55.518,2DB4 AAB3, 0,A9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:57.610,2DB4 AAB3, 0,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T11:59:59.703,2DB4 AAB3, 0,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:01.796,2DB4 AAB3, 0,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:03.889,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:05.982,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:06.179,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:08.075,2D99 B4BF, 0,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:10.169,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:12.262,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:14.355,2DB4 AAB3, 0,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:16.448,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:18.541,2DB4 AAB3, 0,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:20.634,2DB4 AAB3, 0,A9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:22.728,2DB4 AAB3, 0,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:24.821,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:26.914,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:29.007,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:29.115,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:31.100,2D99 B4BF, 0,F9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:33.194,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:35.287,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:37.380,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:39.474,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:41.567,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:43.660,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:45.753,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:47.846,2DB4 AAB3, 0,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:49.939,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:51.307,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:52.032,2D99 B4BF, 0,F8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:54.125,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:56.254,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:00:58.310,2DB4 AAB3, 0,E8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:00.403,2DB4 AAB3, 0,A9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:02.496,2DB4 AAB3, 0,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:04.589,2DB4 AAB3, 0,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:06.682,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:08.775,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:10.868,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:12.961,2DB4 AAB3, 0,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:14.953,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:15.055,2A52 4B67, F,A9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:15.290,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:17.148,2D99 B7FF, 0,F8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:19.241,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:21.334,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:23.427,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:25.520,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:27.614,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:29.706,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:31.799,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:33.892,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:35.985,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:38.079,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:38.406,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:40.172,2D99 B4BF, 0,E8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:42.264,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:44.358,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:46.451,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:48.544,2DB4 AAB3, 0,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:50.636,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:52.727,2DB4 AAB3, 0,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:54.177,2DB4 AAB3, 0,89,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:54.819,2A52 4B66, F,99,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:56.197,2DB4 AAB3, 0,59,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:56.909,3FFF FE00, F,BA,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:58.934,2DB4 AAB3, 0,69,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:01:59.002,2D99 B4B3, 0,F8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:01.095,2DB4 AAB3, 0,89,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:03.190,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:05.282,2DB4 AAB3, 0,78,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:07.375,2DB4 AAB3, 0,78,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:09.468,2DB4 AAB3, 0,99,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:11.561,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:13.654,2DB4 AAB3, 0,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:15.748,2DB4 AAB3, 0,68,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:16.901,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:17.841,2A52 4B66, 0,58,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:18.924,2DB4 AAB3, 0,89,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:19.934,2A52 4B66, F,C9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:20.944,2DB4 AAB3, 0,78,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:21.595,2A7F FFF8, 0,18,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:22.027,2D99 B4BF, 0,E8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:24.120,2DB4 AAB3, 0,68,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:26.213,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:28.306,2DB4 AAB3, 0,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:30.062,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:30.399,2A52 4B66, 0,38,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:32.088,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:32.492,2A52 4B66, 0,38,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:34.112,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:34.585,2A52 4B66, 0,49,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:36.137,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:36.678,2A52 4B66, F,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:38.172,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:38.630,2A52 4B66, 0,08,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:38.771,2D99 B4B3, 0,E8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:40.207,2DB4 AAB3, 0,68,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:40.620,2A52 4B66, 0,28,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:40.864,2DBF FFE0, 0,C8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:42.242,2DB4 AAB3, 0,78,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:42.957,2A52 4B66, F,F8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:44.273,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:45.050,2A52 4B66, F,D9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:46.303,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:47.144,2A52 4B66, F,C9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:48.330,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:49.237,2A52 4B66, F,E8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:50.360,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:51.330,2A52 4B66, F,E9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:52.392,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:53.423,2A52 4B66, F,D9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:54.426,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:55.516,2A52 4B66, F,E9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:55.742,2DB4 AAB3, 0,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:56.461,2D99 B4B3, 0,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:57.609,2A52 4B66, F,F8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:57.732,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:58.496,3FFF C000, 0,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:02:59.702,2A52 4B66, F,E8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:03:00.530,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:03:01.794,2A52 4B66, F,C8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:03:02.564,2DB4 AAB3, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:03:03.888,2A52 4B66, F,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:03:04.599,2DB4 AAB3, 0,68,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:03:05.977,2A52 4B66, F,C8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:03:06.634,2DB4 AAB3, 0,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:03:08.068,2A52 4B66, F,D9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:03:08.669,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T12:03:10.161,2A52 4B66, F,D9,2015-11-23T14:01:28.517,ASL/16/3937*2C

