Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time2015-10-07T09:14:37.978,E392 69DE, A,E1,2015-10-07T09:14:37.514,ASL/16/3937*2C

2015-10-07T09:14:39.928,00F8 64FF, 4,CD,2015-10-07T09:14:37.514,ASL/16/3937*2C

2015-10-13T11:29:53.009,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:29:53.994,4B52 4B2D, C,DA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:30:02.474,4BFF FFE0, C,EB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:30:04.449,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:30:05.435,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:30:13.851,4BFF FFC0, C,EB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:30:14.840,4B52 4B2D, D,09,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:30:15.826,4B52 4B2D, D,09,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:30:24.785,4B52 4B2F, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:30:26.761,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:30:27.746,4B52 4B2D, D,09,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:30:36.479,4BFF FF80, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:30:37.467,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:30:38.454,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:30:39.439,4B52 4B2D, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:30:47.982,4FFF FF00, C,DA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:30:48.970,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:30:49.957,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:30:50.942,4B52 4B2D, C,EB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:30:59.549,7FFF F000, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:31:00.537,4B52 4B2D, C,F8,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:31:01.524,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:31:02.509,4B52 4B2D, C,FA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:31:11.557,5FFF FC00, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:31:12.546,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:31:13.532,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:31:14.517,4B52 4B2D, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:31:23.565,5FFF FC00, C,DA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:31:24.554,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:31:25.540,4B52 4B2D, D,0A,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:31:26.526,4B52 4B2D, C,DA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:31:35.258,4FFF FE00, C,CA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:31:47.140,4B52 4B2D, C,CB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:31:48.129,4B52 4B2D, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:31:49.116,4B52 4B2D, C,D9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:31:50.100,4B52 4B2D, C,BA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:31:59.465,4B3F FFE0, C,CB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:32:02.425,4B52 4B2D, C,C9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:32:11.473,9FFF F800, C,CB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:32:13.449,4B52 4B2D, C,AA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:32:23.482,4B52 4B2D, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:32:24.470,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:32:25.457,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:32:35.428,4B52 4B2D, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:32:36.416,4B52 4B2D, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:32:38.388,4B52 4B2D, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:32:47.564,4FFF FC00, C,AB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:32:48.553,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:32:49.540,4B52 4B2D, C,C9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:32:50.525,4B52 4B2D, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:32:59.512,9FFF F800, C,CB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:33:00.501,4B52 4B2D, D,09,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:33:01.487,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:33:10.765,4B52 4B2F, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:33:11.755,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:33:13.725,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:33:22.777,7FFF F000, C,DA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:33:23.765,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:33:24.752,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:33:25.737,4B52 4B2D, C,FA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:33:34.598,4BFF FF00, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:33:35.586,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:33:36.573,4B52 4B2D, C,CA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:33:46.037,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:33:47.025,4B52 4B2D, C,D9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:33:48.012,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:33:57.663,4B52 4B2D, C,FA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:33:58.652,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:33:59.639,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:34:00.624,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:34:09.542,5FFF FC00, C,CA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:34:12.503,4B52 4B2D, D,09,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:34:21.042,4BFF FE00, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:34:22.030,4B52 4B2D, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:34:25.936,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:34:29.878,334B 4B52, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:34:32.899,334B 4B52, D,A9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:34:33.886,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:34:34.871,4B52 4B2D, C,DA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:34:35.255,4FFF FE00, C,CA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:34:36.245,334B 4352, E,4A,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:34:37.233,334B 4B52, E,08,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:34:38.219,334B 4B52, E,0A,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:34:39.202,234B 4B52, E,29,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:34:44.108,33FF F800, E,09,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:34:44.632,4B52 4B2D, C,B9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:34:45.097,334B 4B52, C,BB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:34:45.622,4B52 4B2D, C,CA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:34:46.119,334B 4B52, D,68,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:34:47.069,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:34:57.043,7FFF F800, C,CA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:34:58.029,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:34:59.014,4B52 4B2D, D,0A,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:35:08.255,4FFF F800, C,FA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:35:09.243,4B52 4B2D, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:35:21.509,4B52 4B2D, C,DA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:35:22.496,4B52 4B2D, C,CB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:35:23.480,4B52 4B2D, C,EB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:35:33.167,7FFF F800, C,CB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:35:34.155,4B52 4B2D, C,D9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:35:46.003,4B52 4B2D, C,DA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:35:46.991,4B52 4B2D, C,B9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:35:47.978,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:35:58.081,4B52 4B2F, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:35:59.070,4B52 4B2D, C,FA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:36:00.056,4B52 4B2D, C,D9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:36:01.041,4B52 4BC0, C,CA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:36:11.909,7FFF E000, C,DB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:36:23.444,4B52 4B2D, C,DA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:36:24.432,4B52 4B2D, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:36:36.096,4B52 4B2D, C,DA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:36:38.070,4B52 4B2D, C,DA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:36:48.750,4B52 4B2F, C,BB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:36:49.738,4B52 4B2D, C,DB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:36:50.724,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:37:01.596,4B52 4BFF, C,DA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:37:02.584,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:37:03.570,4B52 4B2D, C,C9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:37:04.554,4B52 4BC0, C,FA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:37:15.330,7FFF C000, C,CA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:37:16.318,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:37:18.289,4B52 4B2D, C,D9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:37:29.064,7FFF C000, C,CA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:37:30.052,4B52 4B2D, D,0A,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:37:31.038,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:37:42.293,4B52 4BFF, C,EB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:37:43.281,4B52 4B2D, C,FA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:37:55.143,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:37:56.131,4B52 4B2D, C,D9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:37:57.117,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:38:07.678,4B52 4FFF, C,FA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:38:08.666,4B52 4B2D, C,FA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:38:20.086,4B52 4B2D, D,09,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:38:21.075,4B52 4B2D, C,FA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:38:22.061,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:38:32.938,4B52 4B2F, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:38:34.912,4B52 4B2D, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:38:46.739,4B52 4BE0, C,DB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:38:48.714,4B52 4B2D, C,CA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:38:59.656,4B52 4B3F, C,CB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:39:00.645,4B52 4B2D, C,C9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:39:01.630,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:39:12.761,4B52 7FFF, C,FB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:39:14.736,4B52 4B2D, C,DA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:39:27.110,4B52 4BFF, C,EB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:39:28.096,4B52 4B2D, C,BA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:39:39.166,4B52 4BFF, C,CB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:39:41.141,4B52 4B2D, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:39:52.466,4B52 4B2F, C,EB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:39:53.454,4B52 4B2D, C,CB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:40:05.891,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:40:06.879,4B52 4B2D, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:40:07.865,4B52 4B2D, C,DA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:40:19.318,4B53 FFFF, C,DB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:40:20.306,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:40:21.292,4B52 4B2D, C,DA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:40:32.872,4B52 4FFF, C,FA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:40:34.846,4B52 4B2D, C,C9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:40:46.298,4B52 4BFF, C,DA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:40:47.286,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:40:48.273,4B52 4B2D, C,CB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:40:59.598,4B52 4BFF, C,DA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:41:00.586,4B52 4B2D, C,FA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:41:12.645,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:41:13.633,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:41:14.619,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:41:25.564,4B52 4FFF, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:41:26.552,4B52 4B2D, C,C9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:41:38.672,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:41:39.660,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:41:40.646,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:41:52.475,4B52 4BC0, D,0A,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:41:53.464,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:41:54.450,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:42:05.520,4B52 4BFF, D,0A,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:42:06.508,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:42:07.494,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:42:19.006,4B52 4BE0, D,0B,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:42:19.994,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:42:20.980,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:42:31.924,4B52 4FFF, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:42:32.912,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:42:33.899,4B52 4B2D, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:42:44.969,4B52 4BFF, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:42:45.957,4B52 4B2D, C,CA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:42:46.944,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:42:57.952,4B52 4BFF, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:43:10.683,4B52 4B2D, C,DA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:43:11.671,4B52 4B2D, C,FA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:43:12.657,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:43:23.416,4B52 4B2F, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:43:24.404,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:43:37.330,4B52 4B2D, D,0A,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:43:38.316,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:43:49.775,4B52 4BFF, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:43:50.763,4B52 4B2D, C,D9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:43:51.749,4B52 4B2D, C,D9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:44:04.097,4B52 4BC0, C,EB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:44:17.913,4B52 4B2D, D,0A,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:44:19.887,4B52 4B2D, C,D9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:44:31.857,4B52 4FFF, C,CA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:44:32.845,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:44:33.831,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:44:45.674,4B52 7FFF, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:44:46.662,4B52 4B2D, C,DA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:44:59.747,4B52 4B2D, C,CA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:45:01.721,4B52 4B2D, C,CA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:45:14.579,4B52 7FFF, C,EB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:45:15.567,4B52 4B2D, C,C9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:45:16.553,4B52 4B2D, C,CA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:45:30.591,4B52 7FFF, C,DC,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:45:44.565,4B52 4B2D, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:45:45.553,4B52 4B2D, C,D9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:45:46.539,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:45:59.845,4B53 FFFF, C,EB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:46:00.833,4B52 4B2D, C,D9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:46:15.187,4B52 4B2D, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:46:16.174,4B52 4B2D, C,DA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:46:30.530,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:46:31.518,4B52 4B2D, D,0A,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:46:32.504,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:46:45.745,4B52 7FFF, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:46:46.734,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:46:47.719,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:47:00.709,4B5F FFFE, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:47:01.697,4B52 4B2D, C,DA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:47:15.293,4B52 4B2D, C,D9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:47:16.280,4B52 4B2D, C,C9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:47:29.558,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:47:30.546,4B52 4B2D, C,DA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:47:43.886,4B52 4B2D, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:47:44.874,4B52 4B2D, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:47:45.860,4B52 4B2D, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:47:57.962,4B52 7FFF, C,EB,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:47:58.950,4B52 4B2D, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:47:59.936,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:48:11.406,4B52 7FFF, C,DA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:48:13.380,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:48:25.673,4B52 4BC0, C,DA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:48:26.661,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:48:27.647,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:48:39.372,4B52 4FFF, C,EA,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:48:40.360,4B52 4B2D, C,D9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:48:41.346,4B52 4B2D, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:48:52.881,4B52 4FFF, C,E9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:48:53.869,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:48:54.855,4B52 4B2D, C,F9,2015-10-12T10:19:21.414,ASL/16/3937*29

2015-10-13T11:49:06.518,4B5F FFFE, C,DA,2015-10-12T10:19:21.414,ASL/16/3937*29

