Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time2015-10-28T11:40:30.780,E3B2 71DE, E,E1,2015-10-28T11:40:30.097,ASL/16/3937*20

2015-10-30T09:31:26.273,E3B2 6BFF, E,E1,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-08T10:22:55.944,5566 4B2A, E,3A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:22:56.303,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:22:56.928,5566 4B2B, E,59,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:22:57.539,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:22:57.912,557F FFFF, C,FA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:22:58.896,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:22:59.880,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:00.863,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:01.847,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:02.831,66AD B4CC, E,CA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:03.816,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:04.800,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:05.785,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:06.770,66AD B4CC, E,DA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:07.687,66AD B4CC, E,DA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:07.755,5566 4B2A, E,5A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:08.673,66AD B4CC, E,C8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:08.740,5566 4B2A, E,59,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:09.725,66AD B4CC, E,EA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:10.710,66AD B4CC, E,CA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:11.695,66AD B4CC, E,C8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:12.680,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:13.665,66AD B4CC, E,BA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:14.650,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:15.635,66AD B4CC, E,99,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:16.620,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:17.605,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:18.590,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:19.576,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:20.561,66AD B4CC, E,BA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:21.547,66AD B4CC, E,FA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:22.532,66AD B4CC, E,BA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:23.518,66AD B4CC, E,CA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:23.995,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:24.504,5566 7FFF, E,5A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:25.490,66AD B4CC, E,BB,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:26.477,66AD B4CC, E,DA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:27.463,66AD B4CC, E,DA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:28.450,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:29.438,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:30.426,66AD B4CC, E,98,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:31.413,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:32.401,66AD B4CC, E,CB,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:33.388,66AD B4CC, E,AA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:34.376,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:35.364,66AD B4CC, E,DA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:36.351,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:36.602,66AD B4CC, E,CA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:37.339,5566 4B2A, E,39,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:37.588,66AD B4CC, E,DB,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:38.327,5566 4B3F, E,39,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:39.315,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:40.303,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:41.291,66AD B4CC, E,CA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:42.278,66AD B4CC, E,DA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:43.266,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:44.254,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:45.242,66AD B4CC, E,A8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:46.229,66AD B4CC, E,DA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:47.217,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:48.204,66AD B4CC, E,C8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:49.192,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:49.746,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:50.179,5566 4B2A, E,19,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:50.732,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:51.167,5566 4B00, E,59,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:52.155,66AD B4CC, E,DB,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:53.143,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:54.131,66AD B4CC, E,DA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:55.118,66AD B4CC, E,C8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:56.106,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:57.094,66AD B4CC, E,A8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:58.082,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:23:59.070,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:00.058,66AD B4CC, E,DA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:01.045,66AD B4CC, E,CA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:02.033,66AD B4CC, E,AA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:03.021,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:04.009,66AD B4CC, E,CA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:04.996,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:05.774,66AD B4CC, E,BA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:05.984,5566 4B2A, E,59,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:06.760,66AD B4CC, E,DA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:06.972,5566 4FFF, E,59,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:07.960,66AD B4CC, E,D9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:08.948,66AD B4CC, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:09.936,66AD B4CC, E,CA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:10.924,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:11.912,66AD B4CC, E,BA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:12.900,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:13.888,66AD B4CC, E,CA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:14.875,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:15.863,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:16.851,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:17.838,66AD B4CC, E,BA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:18.826,66AD B4CC, E,BA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:19.814,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:20.801,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:21.789,66AD B4CC, E,C8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:22.777,66AD B4CC, E,DA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:23.212,66AD B4CC, E,CA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:23.765,5566 4B2A, E,59,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:24.198,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:24.753,5566 7FFF, E,5A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:25.741,66AD B4CC, E,BA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:26.728,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:27.717,66AD B4CC, E,BA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:28.704,66AD B4CC, E,D8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:29.692,66AD B4CC, E,DA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:30.680,66AD B4CC, E,BA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:31.668,66AD B4CC, E,C8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:32.656,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:33.644,66AD B4CC, E,D9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:34.632,66AD B4CC, E,B8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:35.620,66AD B4CC, E,D9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:36.608,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:37.596,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:38.584,66AD B4CC, E,B8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:39.572,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:40.560,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:41.548,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:42.124,66AD B4CC, E,CA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:42.536,5566 4B2A, E,38,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:43.110,66AD B4CC, E,CA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:43.524,5567 FFFE, E,4A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:44.512,66AD B4CC, E,99,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:45.500,66AD B4CC, E,DA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:46.488,66BD B4CC, E,DB,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:47.476,66AD B4CC, E,99,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:48.464,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:49.452,66AD B4CC, E,CA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:50.440,66AD B4CC, E,DA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:51.428,66AD B4CC, E,B8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:52.416,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:53.404,66AD B4CC, E,A8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:54.393,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:55.381,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:56.369,66AD B4CC, E,D9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:57.357,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:58.345,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:24:59.333,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:00.322,66AD B4CC, E,C8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:01.310,66AD B4CC, E,C8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:02.298,66AD B4CC, E,DA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:02.448,66AD B4CC, E,D9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:03.286,5566 4B2A, E,29,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:03.434,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:04.273,5567 FFFC, E,29,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:05.262,66AD B4CC, E,C8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:06.250,66AD B4CC, E,DA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:07.238,66AD B4CC, E,D9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:08.226,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:09.214,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:10.202,66AD B4CC, E,D9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:11.190,66AD B4CC, E,CA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:12.178,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:13.166,66AD B4CC, E,BA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:14.154,66AD B4CC, E,B8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:15.143,66AD B4CC, E,BA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:16.131,66AD B4CC, E,DA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:17.119,66AD B4CC, E,BA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:18.107,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:19.095,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:20.083,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:21.071,66AD B4CC, E,DA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:22.060,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:22.773,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:23.048,5566 4B2A, E,39,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:23.759,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:24.036,5567 FFFC, E,3A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:25.024,66AD B4CC, E,A8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:26.013,66AD B4CC, E,CA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:27.001,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:27.989,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:28.978,66AD B4CC, E,B8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:29.966,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:30.107,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:30.954,CFFF C000, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:31.942,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:32.930,66AD B4CC, E,B8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:33.918,66AD B4CC, E,B8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:34.906,66AD B4CC, E,D9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:35.894,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:36.882,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:37.870,66AD B4CC, E,B8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:38.858,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:39.847,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:40.835,66AD B4CC, E,CA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:41.823,66AD B4CC, E,CA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:42.811,66AD B4CC, E,D9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:43.800,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:44.788,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:45.776,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:46.764,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:47.753,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:48.741,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:49.730,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:50.718,66AD B4CC, E,B8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:51.707,66AD B4CC, E,EA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:52.695,66AD B4CC, E,DA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:53.683,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:54.671,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:55.660,66AD B4CC, E,C8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:56.648,66AD B4CC, E,B8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:57.636,66AD B4CC, E,D9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:58.625,66AD B4CC, E,D8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:25:59.613,66AD B4CC, E,EB,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:00.601,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:01.589,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:02.081,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:02.578,5566 4B2A, E,3A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:03.067,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:03.566,5567 FFFC, E,5A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:04.555,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:05.543,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:06.531,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:07.520,66AD B4CC, E,DA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:08.508,66AD B4CC, E,A8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:09.496,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:10.485,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:11.473,66AD B4CC, E,C8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:12.462,66AD B4CC, E,AA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:13.450,66AD B4CC, E,BA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:14.439,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:15.427,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:16.416,66AD B4CC, E,99,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:17.404,66AD B4CC, E,FA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:18.393,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:19.381,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:20.370,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:21.358,66AD B4CC, E,9A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:21.578,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:22.347,5566 4B2A, E,4A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:22.563,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:23.335,5567 FFFC, E,5A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:23.731,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:24.323,5566 7FFF, C,FA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:25.312,66AD B4CC, E,99,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:26.300,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:27.289,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:28.277,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:29.266,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:30.254,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:31.243,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:32.231,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:33.219,66AD B4CC, E,C8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-08T10:26:34.208,66AD B4CC, E,A9,2015-11-07T11:19:05.016,ASL/16/3937*2B

